num_feature_1,num_feature_2,num_feature_3,num_feature_4,num_feature_5,cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,target
0.822544912103189,12.157342411708404,2.8091065497030403,88,0.2646440182465549,A,Z,medium,type2,1
-1.2208436499710222,28.94361900582451,2.557605614709015,73,0.4263131752129961,C,W,low,type2,1
0.2088635950047554,26.850948950361122,0.30370525940085147,28,0.5275755711769916,,W,low,type1,1
-1.9596701238797756,-1.8671534300329533,4.191585331533961,62,0.060206776866453454,A,X,low,type1,0
-1.3281860488984305,21.238849928111524,0.3992766135082961,83,0.1534133461346562,,Z,high,type2,1
0.19686123586912352,8.831681897589004,3.191652206242102,25,0.29835403655833365,B,Y,high,type1,1
0.7384665799954104,9.990958161377494,,95,0.10359050036089598,A,Z,low,type1,1
0.1713682811899705,-11.922708316433287,0.795804438642863,58,0.07776978933505972,B,W,medium,type1,0
-0.11564828238824053,3.2961423461180406,0.3445189301330388,48,0.5912851012039685,C,Y,medium,type1,1
-0.3011036955892888,-3.128235903365649,0.3669186223340375,52,0.08735735934870283,B,X,medium,type2,0
-1.4785219903674274,13.280588148933091,2.1687712665036547,87,0.27807243739302806,A,X,medium,type2,1
-0.7198442083947086,15.71080500402805,1.598929143074484,30,0.05542564070018193,C,W,low,type1,1
-0.4606387709597875,-15.744863510163114,0.26041196250927684,11,0.31663752449907845,C,Y,,type2,0
1.0571222262189157,4.779651359957295,0.23913944765327738,57,0.1704823652534066,B,Z,medium,type2,1
0.3436182895684614,16.21861504794252,0.15011654660434867,35,0.5031474475000303,A,W,low,type2,1
-1.763040155362734,3.1332103768655504,2.7233388957771165,9,0.24239903510575173,A,Y,medium,type2,1
0.324083969394795,12.290636450023644,2.4887709127021456,5,0.24281429761540008,B,Y,medium,type2,1
-0.38508228041631654,8.51165467627084,0.12041527309972494,6,0.19035026741033628,B,Y,high,type1,1
-0.6769220003059587,8.416602319526262,1.6431890974042564,30,0.25678452804744883,B,Y,medium,type2,1
0.6116762888408679,2.2868502193170253,,90,0.3532981832154128,,X,high,type2,1
1.030999522495951,-7.165808041357096,4.681524730108743,71,0.6944673628347896,B,Y,medium,type2,0
0.9312801191161986,-6.215301474250275,4.752838310747188,2,0.286095145725424,B,Y,low,type1,0
-0.8392175232226385,12.093525144553173,2.3962000976117057,46,0.22597123306523317,B,W,high,type1,1
-0.3092123758512146,5.194582555188831,5.212492885290752,84,0.29221028588151293,A,X,low,type2,1
0.33126343140356396,3.6148775539277525,3.336816255217897,0,0.42016160066410185,C,X,medium,type2,1
0.9755451271223592,0.7610995767764743,3.526793940392988,44,0.33276639910988937,A,X,high,type1,1
-0.47917423784528995,1.9481115451924822,1.6865817674294707,53,0.2071023218314526,A,Z,medium,type2,1
-0.18565897666381712,15.469117944881393,0.7307372442737893,49,0.46096470698289693,,Z,medium,type1,1
-1.1063349740060282,1.6475591813197328,0.4912873707720273,78,0.1415996227542969,A,X,low,type2,1
-1.1962066240806708,-8.410647133015686,,6,0.12956793239686593,C,W,high,type2,0
0.812525822394198,12.436517755401733,1.9803882273184694,62,0.37465323578629733,C,Y,low,type2,1
1.356240028570823,2.951233361352828,0.37907071358869376,14,0.4429630731291812,C,Y,low,type2,1
-0.07201012158033385,5.313958655327765,0.5985385217945808,88,0.03559489887439143,C,X,high,type1,1
1.0035328978920242,21.075783063995104,1.262452399871948,66,0.060301212993371565,A,X,low,type2,1
0.36163602504763415,4.794394426494928,0.5306675945018401,29,0.6686447312308299,C,Z,medium,type1,1
-0.6451197546051243,7.8918367311872535,1.776590912879866,77,0.3820279909709825,B,X,high,type1,1
0.36139560550841393,-6.789234912983254,5.132477116111819,67,0.5120974362590904,C,Z,high,type1,0
1.5380365664659692,2.8033054764903986,2.7573617603427443,35,0.2417969438916398,C,X,high,type1,1
-0.03582603910995154,11.095260452086013,2.195784780607738,66,0.38858420257017906,A,Y,high,type1,1
1.5646436558140062,-10.553737338412423,1.7480027136890743,4,0.2663160596512552,B,X,,type2,1
-2.6197451040897444,7.008450931157096,1.3386578387709394,24,0.039469354847086954,C,Y,high,type1,0
0.8219025043752238,6.007910726448063,0.4129757105250738,94,0.1662832650340041,B,X,medium,type1,1
0.08704706823817122,5.412874555874394,4.502082313150113,10,0.5236794525252761,C,Z,high,type2,1
-0.29900735046586746,15.371588986582431,,71,0.23521875076413334,A,X,low,type1,1
0.0917607765355023,8.344385148485216,0.19150008373087132,89,0.18345224392948106,B,W,low,type1,1
-1.9875689146008928,19.78071898356444,2.772710159756036,65,0.1203378321072659,B,Y,low,type2,1
-0.21967188783751193,-4.935895155940361,0.3862365466796682,27,0.10713132528552963,A,Y,high,type1,1
0.3571125715117464,6.35924567218348,0.9300990407978332,59,0.2613267569382535,,Y,low,type1,1
1.477894044741516,5.844667863899474,0.05738530719262838,9,0.3124757274227913,A,X,medium,type2,1
-0.5182702182736474,-5.692544937550801,0.29483863863655957,49,0.42157781553839135,A,W,low,type1,0
-0.8084936028931876,14.562950020913462,0.3803936850483318,38,0.4050285283869269,B,W,high,type1,1
-0.5017570435845365,28.24673305852818,0.11189268556672852,36,0.12347956011026057,A,Z,medium,type2,1
0.9154021177020741,4.82993925516169,2.138050410290902,62,0.17856565765831178,B,Z,medium,type2,1
0.32875110965968446,10.05021088273767,3.628105812664224,60,0.3254584301812075,C,Z,medium,type1,1
-0.5297602037670388,5.845184758153272,0.9346238107451204,84,0.3434017367271953,C,W,low,type2,0
0.5132674331133561,-2.1358466990717586,4.152118164792212,91,0.17837391289869042,A,Y,low,type1,1
0.09707754934804039,-13.207602778020163,0.4799350036804185,37,0.4878592596766364,A,Y,high,type1,0
0.9686449905328892,-2.0577348309536516,0.7872423214527591,32,0.33184134619305683,B,Z,medium,type2,1
-0.7020530938773524,-8.919583809517313,0.3267727124569791,74,0.31950408254672436,B,Z,,type1,0
-0.3276621465977682,22.04102078059118,1.938113353943541,44,0.2094080731985534,C,X,high,type2,1
-0.39210815313215763,3.8489030607676087,1.0890047147761748,43,0.024550169959803206,B,X,high,type2,1
-1.4635149481321186,1.540806709528293,1.9001260329925984,0,0.23698254678727285,A,W,medium,type2,1
0.29612027706457605,13.89153824787806,2.8682391872824256,52,0.5493524560014128,C,X,medium,type2,1
0.26105527217988933,-6.21751102855888,1.5780082901925727,46,0.14635304945673566,C,Z,high,type2,0
0.00511345664246089,-2.668640380045524,1.975736496905994,32,0.21701794537586158,A,Z,medium,type1,1
-0.23458713337514692,5.68072269248621,5.474452867850422,66,0.4445420965867372,B,Z,low,type1,0
-1.4153707420504142,15.287689914234805,0.7106782719376026,89,0.07062865813773735,A,Y,medium,type1,1
-0.42064532276535904,10.016850451687882,0.8899632185427464,14,0.3663428700627173,B,Z,low,type2,1
-0.3427145165267695,7.483251425158822,2.529593704160606,13,0.3049584882539183,C,X,medium,type2,1
-0.8022772692216189,5.781177352360164,1.889923269665159,22,0.5192696875970079,A,W,high,type2,1
-0.16128571166600914,9.002358555267751,0.39332679304910567,53,0.25273343824251643,C,X,high,type2,1
0.4040508568145384,7.0165290512925464,0.9436820244345194,7,0.5350375849928262,C,Y,low,type2,1
1.8861859012105302,-5.2997227477693585,1.2616146987589067,53,0.4018208203898471,A,X,low,type1,1
0.17457781283183896,5.460792216331513,1.0873514498135957,35,0.35062829971169235,C,X,medium,type2,1
0.25755039072276437,-5.7368865891775265,0.39269851303144315,83,0.12360097985891313,B,Y,low,type2,0
-0.07444591576616721,5.810825429008237,5.165394229019515,51,0.41355366965097,A,X,high,type2,1
-1.9187712152990415,0.19352058511758585,2.87364967573973,5,0.23109659425676257,B,Y,medium,type1,0
-0.026513875449216878,30.393816227828616,1.3130744839054782,96,0.0707700800417103,B,X,low,type1,1
0.06023020994102644,4.601056162482881,2.2792500296707066,27,0.15072285633204627,B,Y,high,type1,1
2.463242112485286,-9.042395662615888,4.551548906318484,49,0.2946973908608966,A,W,high,type2,1
-0.19236096478112252,3.6581978932307546,0.2927681683039517,37,0.3537452307753359,B,W,medium,type2,1
0.30154734233361247,10.19358745637888,,29,0.09963614788788376,A,Y,medium,type2,1
-0.03471176970524331,21.733639461525236,,80,0.046484833122357995,B,Z,medium,type1,1
-1.168678037619532,-0.8945239993871841,3.209003942044554,72,0.3875589712518027,A,Y,medium,type2,1
1.1428228145150205,-10.824279740236399,0.07385686738732439,91,0.40132794430790875,B,X,low,type2,0
0.7519330326867741,13.168370114309813,8.272603175838269,53,0.2755534108573342,C,Z,medium,type1,1
0.7910319470430469,-8.80598705899651,1.2135962562864284,70,0.25076575966444087,B,Z,low,type1,0
-0.9093874547947389,0.63844558492515,0.8901729617693639,45,0.4432922331754127,C,Z,high,type1,0
1.4027943109360992,2.4237951448900596,0.6926698528408156,27,0.2354696008431373,C,Y,medium,type1,1
-1.4018510627922809,4.303665466998918,0.3831848963825019,16,0.4692716822259462,B,Y,medium,type1,0
0.5868570938002703,11.891644570743356,3.1363415597332436,47,0.5257333294804419,B,Z,medium,type1,1
2.1904556258099785,-1.8363428228638767,6.220678131208229,43,0.3456456001739801,C,Y,medium,type1,1
-0.9905363251306883,2.262707478332393,1.0676589053642762,59,0.36000812048749975,A,W,medium,type1,1
-0.5662977296027719,4.857296470506115,6.090714752019974,59,0.09034324114508482,B,X,medium,type2,1
0.09965136508764122,6.495979575187881,3.4722440645715746,4,0.1478203294738755,C,X,medium,type1,1
-0.5034756541161992,5.978271747079226,1.311899824367781,68,0.3576503879056969,A,X,low,type2,1
-1.5506634310661327,9.360057752225798,,77,0.2626481616830226,B,Y,medium,type1,1
0.06856297480602733,13.438395096417374,1.1418030935190455,69,0.14084386210324015,A,X,,type2,1
-1.0623037137261049,8.92634115650968,1.6361668157527416,6,0.21043630458249496,C,W,medium,type2,1
0.4735924306351816,9.535855235092185,,52,0.3982395480260462,,X,,type2,1
-0.9194242342338032,-10.822231667464777,2.3831892968815573,16,0.6202203031130188,A,W,medium,type2,0
1.5499344050175394,5.502276991656805,0.10854206687697367,58,0.24591000180150477,B,Y,medium,type1,1
-0.7832532923362371,9.795075480016086,3.397466849456765,8,0.07698457019470042,A,Y,high,type1,1
-0.3220615162056756,12.289411945704503,3.4853321816146496,94,0.3660687195721255,A,X,medium,type2,1
0.8135172173696698,-1.923507742337942,0.5411970942705204,21,0.5121042766074697,B,Z,high,type2,1
-1.2308643164339552,-1.5903927488864502,0.7821269653983819,44,0.2901490102673782,B,W,high,type1,0
0.22745993460412942,-0.7410067528359834,1.3128992132257589,72,0.06832671469326992,B,Z,medium,type1,1
1.307142754282428,10.364138998913432,1.8159652148958034,58,0.0980306683829077,C,W,medium,type1,1
-1.6074832345612275,15.338810549242085,0.6775400017991663,79,0.4643830599808279,B,Y,medium,type2,1
0.1846338585323042,0.9253989270839842,1.795361967982612,99,0.02487595153114332,A,Y,high,type2,1
0.25988279424842353,14.07962313627049,0.7070372129173751,97,0.2060963779103664,B,W,low,type1,1
0.7818228717773104,6.234798091645942,0.11417953583686667,12,0.18118116839319545,C,W,low,type1,1
-1.236950710878082,3.757142228375637,0.005061498957267019,82,0.3881668252686473,C,Y,medium,type2,0
-1.3204566130842763,2.88615770182031,0.21328057491845978,11,0.3210484786911869,B,W,medium,type1,0
0.5219415656168976,12.466113646021572,3.1428464309523463,35,0.34919507172846187,A,W,,type1,1
0.29698467323318606,8.255778167870702,6.510629066708612,9,0.2535512553333535,C,Z,high,type1,1
0.25049285034587654,27.758254276476375,1.1136211499383413,15,0.055328465181600194,A,X,low,type2,1
0.3464482094969757,-3.522246429973242,1.4376848003303624,91,0.4179608316569747,C,Z,high,type2,0
-0.6800247215784908,10.181017020299757,0.31763550186603146,18,0.2679179035184727,C,Y,low,type1,1
0.23225369716100355,-0.2920100981151288,1.6016044429468135,5,0.3042289834748366,A,Z,medium,type2,1
0.29307247329868125,-3.6928698698864384,0.31250053619146045,3,0.19475162074877883,A,Y,low,type1,1
-0.7143514180263678,4.891328629650278,1.8894541343089957,29,0.407839127962895,C,W,low,type2,0
1.8657745111447566,6.37352479407036,5.413861683063521,94,0.08738957959444507,A,X,medium,type1,1
0.4738329209117875,34.181735550600926,0.43556225792830305,45,0.40997673933631135,B,Y,low,type2,1
-1.1913034972026486,3.1585418431679795,2.8926299342665747,26,0.12208683409056612,B,X,high,type2,1
0.6565536086338297,-6.301787294846834,0.04756601958647445,44,0.7789327141836124,C,X,high,type2,0
-0.9746816702273214,7.730107174943857,0.9415990640138391,84,0.5239179256537291,B,Z,medium,type1,1
0.787084603742452,-15.746400375463683,0.2347503802919883,36,0.16705737938677315,C,Y,medium,type1,0
1.158595579007404,4.080432173957341,0.8691971161803285,8,0.4449304179864382,,Z,high,type2,1
-0.8206823183517105,5.1602528229516045,0.3812000651565885,60,0.39606130892614794,A,W,high,type1,1
0.9633761292443218,12.946003829452113,0.9345905686434471,34,0.33052085727177016,B,W,high,type1,1
0.4127809269364983,14.736222494278469,1.0809304928493548,46,0.14261953872225608,A,Y,high,type2,1
0.82206015999449,-0.03569618907717498,0.7150395236249554,20,0.14442004460604072,B,Y,low,type1,0
1.8967929826539474,3.4938598537006698,2.137846501309179,16,0.3514487307496375,C,W,high,type2,1
-0.2453881160028705,-2.661208306106709,5.022962525430266,54,0.45377726938208435,B,Y,,type1,0
-0.7537361643574896,-6.280625548076939,1.0236368131745321,87,0.027237732766848228,B,Z,medium,type2,0
-0.8895144296255233,8.098947793806346,0.42723601855747484,94,0.23764663411144352,A,Z,high,type2,1
-0.8158102849654383,-7.735855485965992,0.6314026300258069,5,0.19171361438661175,A,Y,low,type2,0
-0.0771017094141042,0.8537309942813689,3.8483085953515928,34,0.2082053829265553,A,Z,high,type1,1
0.3411519748166439,-4.951739598992374,1.6955813388559584,49,0.23026799986111018,B,Y,high,type2,0
0.27669079933001905,10.496831862902596,1.2139794545776794,36,0.04365106840404824,A,Z,medium,type2,1
0.8271832490360238,23.01430099266488,0.3241832686825363,12,0.1693869950608247,C,Z,medium,type2,1
0.01300189187790702,-8.015879828033313,1.1946826411553424,24,0.6046490010656974,B,X,low,type2,0
1.4535340771573169,-13.530184828975692,0.652823634943772,95,0.4644911832428182,,Z,low,type1,0
-0.2646568332379561,3.751131146499326,5.735140012710339,0,0.3352844600937426,B,Y,low,type1,0
2.720169166589619,5.156977959577584,4.3095393242177495,48,0.18629123673337716,C,Z,,type2,1
0.6256673477650062,7.186593067572977,0.17526504916706184,34,0.542916344887496,C,Z,low,type1,1
-0.8571575564162826,0.5367948476565507,1.4540429380196864,82,0.2731676033643562,A,W,high,type1,1
-1.0708924980611123,2.9936070117456817,0.5099350739957473,52,0.028361437938573455,,Y,,type1,0
0.4824724152431853,8.675104105406021,1.0579014222214886,51,0.0804876103852797,B,Z,medium,type1,1
-0.2234627853258509,15.404308926448389,4.18867179998384,53,0.26135527076119774,A,X,high,type2,1
0.714000494092092,-14.550487703182828,1.4994965248867191,75,0.25025842991797653,C,W,low,type2,0
0.47323762457354485,1.310605609685378,0.8135778480441139,46,0.6698176766989052,A,X,high,type1,1
-0.07282891265687277,7.138087939410633,0.466105860126971,42,0.2682015965379649,A,X,,type2,1
-0.846793718068405,-4.179761046107359,3.222127060134394,19,0.5110538085293397,B,W,low,type2,0
-1.5148472246858646,22.311696317672997,1.9590895718622736,32,0.5001345218274682,C,X,low,type1,1
-0.4465149520670211,-1.3540988022873703,1.2624696862504612,92,0.41915577796428116,C,Y,high,type1,0
0.8563987943234723,4.587073129927171,0.49048272340888105,15,0.34996318415072186,C,Y,medium,type2,1
0.21409374413020396,10.560220968422907,0.8136712161000509,77,0.24879115492561588,,X,low,type1,1
-1.245738778711988,-0.9128478880189448,6.429938268787155,6,0.421967016580299,C,Y,high,type2,0
0.173180925851182,-13.465730478044172,1.468313125296618,69,0.3783099674935848,A,Z,medium,type2,0
0.3853173797288368,0.713454730834667,1.0239835443831797,20,0.12694236449390886,B,Z,high,type1,1
-0.883857436201133,15.294405559270405,1.4738723209143052,35,0.3829556520304294,C,Z,medium,type1,1
0.1537251059455279,1.6310487321486145,3.0190811386255967,85,0.13024216392418048,,X,,type1,1
0.058208718445999896,-3.4643430145897867,0.8313610257843381,53,0.3601736223895181,A,X,low,type1,1
-1.142970297830623,14.256722095027216,0.39374856200082003,18,0.13257411916367187,C,Y,high,type2,1
0.3577873603482833,1.6922510397694728,,24,0.11946148796880961,A,Y,medium,type1,1
0.5607845263682344,-0.10160813650217282,2.188468393912932,66,0.04730422487653453,C,Y,low,type2,0
1.083051243175277,6.494560896633095,2.4945819550757844,99,0.5005737212347872,A,X,low,type1,1
1.053802052034903,12.707502096187874,4.273930994093623,52,0.19860395397373146,A,Y,high,type1,1
-1.377669367957091,28.81713531732546,0.9278017640983119,97,0.29473927217902046,A,Z,low,type1,1
-0.9378250399151228,13.272361076574231,0.15669057337858613,74,0.403365244305125,B,Z,medium,type1,1
0.5150352672086598,16.59839966388344,6.356839808975042,47,0.33713485443059893,,W,low,type1,1
0.5137859509122088,-0.059661989878553534,1.1419013171346633,41,0.0986547807819142,A,W,medium,type1,1
0.5150476863060479,-5.258681059694762,1.952386748899182,46,0.5572895364326182,C,W,medium,type2,0
3.852731490654721,5.62331349619123,2.195057690379792,90,0.21910506676561387,,Z,medium,type2,1
0.570890510693167,6.071699152595962,1.5815804771048534,41,0.4300763115748648,,X,low,type1,1
1.135565640180599,-5.785127413645972,0.4594743071636767,1,0.13063461124668785,A,Y,low,type1,1
0.9540017634932023,3.247054700959872,2.814162233971262,5,0.22489748095580078,A,Y,high,type1,1
0.651391251305798,8.99317601719131,3.256751965036819,45,0.34658057425938904,B,X,medium,type1,1
-0.3152692446403456,8.603933950180801,1.6102841368987908,65,0.22954250176148244,C,W,medium,type2,1
0.7589692204932674,10.042878533842725,1.3410545435510008,80,0.7780014264194415,B,X,,type2,1
-0.7728252145375718,7.909647301374429,0.24193712015002494,39,0.40153583802397974,A,Z,high,type2,1
-0.23681860674000887,-0.07008659270055784,0.1753722888238333,57,0.3075853459406576,B,X,medium,type2,1
-0.48536354782910346,-0.1390062664884315,0.8297126726341896,77,0.3285785900150519,B,Z,medium,type2,0
0.08187413938632256,-6.98951397993876,0.7445814925423108,73,0.11271057410926183,B,Z,high,type1,0
2.3146585666735087,22.84775039185095,,32,0.23543751225438245,B,W,low,type1,1
-1.867265192591748,5.13450364619293,3.0614636640063684,61,0.41565985440119835,C,Y,high,type2,0
0.6862601903745135,2.751469442051481,2.1571740503088943,11,0.1318143121955097,B,W,medium,type2,1
-1.6127158711896517,-4.287920814524588,1.4581626511129901,95,0.5416546916769893,A,Z,medium,type1,0
-0.47193186578943347,34.35657902327778,0.36632589507174385,48,0.39888297438426784,A,W,low,type1,1
1.088950596967366,-5.733280322228955,7.675378248985259,87,0.12228565005334882,B,Y,medium,type1,0
0.06428001909546277,0.7115207439392659,0.9401374971005749,77,0.13733775776995394,B,W,medium,type2,1
-1.0777447779293061,9.158368362860605,0.22617077929341378,4,0.1190862138317198,B,Z,high,type1,1
-0.7153037092599682,11.002129657442778,1.3616424987116087,50,0.1057076999502188,A,Y,low,type2,1
0.6795977489346758,14.57932055215684,4.142915182613259,68,0.05806772032203086,B,W,high,type2,1
-0.7303666317171367,23.076085077692632,4.365892037727818,31,0.12248238699285019,C,X,low,type2,1
0.21645858958197486,10.061576554607123,0.02205296983260491,48,0.5602756049311889,B,Y,medium,type2,1
0.045571839903813784,-5.560307999666676,4.3483089073927985,96,0.2933685925024108,C,W,high,type2,0
-0.6516003476058171,2.4305487487821846,0.6334919784049838,59,0.09831374578551409,B,X,high,type2,1
2.1439440893253257,8.07832372513885,0.07950422569650517,45,0.4151979504966275,A,Y,high,type2,1
0.6339190223180112,25.682260415058238,3.764991817882463,67,0.5862740211153923,A,X,low,type2,1
-2.025142586657607,-8.978054784242971,3.988242274985451,93,0.2291839125308387,,W,medium,type2,0
0.18645431476942764,17.025765052252275,1.8138250889432752,40,0.36267662112409443,C,X,medium,type2,1
-0.661786464768388,6.799143695464168,1.7086693221123754,80,0.660387587794672,A,X,low,type1,1
0.852433334796224,13.378305352294808,3.3545800762960463,66,0.04659135977504714,A,Z,high,type1,1
-0.7925207384327007,3.98005283364068,3.086453638309825,12,0.2809771770394829,A,X,medium,type1,1
-0.11473644146689901,-3.424326301263264,4.41646844531815,99,0.27542482339137375,B,Y,medium,type1,0
0.5049872789804571,12.508727794013321,1.6092636994537453,17,0.2591976098391546,B,X,high,type1,1
0.8657551941701215,11.544310271056212,6.862102785834764,86,0.3761711701018187,B,X,low,type1,1
-1.2002964070557762,14.720569657397219,11.117718670147603,98,0.29942503451843855,C,Y,medium,type1,1
-0.3345012358409484,4.866953646213647,0.24782896171110474,96,0.14313415164634855,B,W,high,type2,1
-0.4749453111609562,-0.9982202331984933,3.78816599645877,50,0.31105491431336174,C,W,high,type2,0
-0.6533292325737119,-10.587869950238415,1.385583518453538,35,0.40616237330437327,B,X,,type2,0
1.7654542402810969,13.193732681394064,0.9806292997144508,80,0.31326869557045606,,Y,low,type2,1
0.40498171096095553,9.23889482443986,1.899034901305267,33,0.30694108408544235,C,X,medium,type2,1
-1.2608839543350452,-4.657826328639592,0.1151852551019375,11,0.07302773313095494,B,Y,,type1,0
0.9178619470547761,-0.385736732966242,1.412307273038524,4,0.1504023786399386,C,Y,low,type1,0
2.1221561970126332,0.3324118804855942,4.094189879703715,47,0.7016305587038365,A,W,high,type1,1
1.0324652605511468,-9.829844319824181,0.48022725430379704,90,0.03689847224592176,A,X,high,type1,1
-1.5193699659540134,-3.1768239660513373,1.111610745287585,39,0.1898009198216603,B,X,high,type1,0
-0.48423407286625136,-6.338303568063541,5.609592116587483,12,0.339034805169122,A,X,low,type1,0
1.2669111491866227,0.8752098811206332,1.1192050083672447,25,0.2598485803942085,B,X,medium,type1,1
-0.7076694656187807,-2.3869749832956275,0.8874795506851594,13,0.3211516570526674,C,X,high,type2,0
0.44381942814622843,-11.270049208667487,1.1615545098729516,95,0.2920521885104055,A,X,medium,type1,1
0.7746340534293368,25.225902305694813,1.465659509422232,10,0.18098657040808722,C,Z,medium,type2,1
-0.926930471578083,17.52540731029231,1.9992976394159028,37,0.2391689933566339,B,X,medium,type1,1
-0.05952535606180008,-2.7901942151998558,3.2258158611459438,79,0.29781521930597593,B,Z,high,type2,0
-3.2412673400690726,7.724213966536099,1.203333032595754,56,0.02226690741097616,C,Z,medium,type1,0
-1.0243876413342898,9.174650898212949,3.4018012923124017,21,0.4394801043385737,B,Z,,type1,1
-0.2525681513931603,16.91085854773477,1.5259407705795047,15,0.536886842618583,A,X,low,type1,1
-1.2477831819648495,-3.1860502666007857,,76,0.3756994374263891,,Y,low,type1,0
1.6324113039316352,15.92106783982426,2.1456015496518046,75,0.11426402576984863,A,W,high,type2,1
-1.4301413779606327,-0.47905304206935106,2.529727560989482,81,0.13800241624244874,B,Y,low,type2,0
-0.44004448669698376,-8.358624041686134,1.6331124152706438,28,0.09596270939186198,A,Y,medium,type2,0
0.13074057728609134,12.241365593144973,0.11656155943449935,81,0.07272395355725367,B,X,high,type2,1
1.4412732890661155,17.90758424122428,0.3723769477662165,1,0.29318778873149043,B,Y,high,type2,1
-1.4358621511794394,30.879089735306845,0.6717784317143446,53,0.14179554178029116,C,Y,medium,type2,1
1.1631637521549596,-6.997252650902135,0.6643148144656429,1,0.09597891484335042,C,X,low,type1,0
0.010233061019587049,11.989196850807888,2.2381655753927916,2,0.42904602801397707,A,X,medium,type1,1
-0.9815086510479509,0.9019875620646696,0.03703817258916722,92,0.5695345440331252,C,W,medium,type2,0
0.46210347426327075,12.833587105240312,2.8185674219783,55,0.7334172405546887,C,W,high,type2,1
0.19905969557347003,-9.704895512312506,0.616701680953996,71,0.0960464647889282,A,Z,low,type2,0
-0.6002168771587947,-7.62769775698564,0.7421906861496298,10,0.17456454481692327,C,W,low,type2,0
0.06980208499001891,-2.758748231664838,1.5011705383023775,75,0.18550563682901433,A,X,low,type1,1
-0.3853135968617602,5.7896404566808455,0.48650273274521655,31,0.4247551496749175,,Y,medium,type2,1
0.11351734525124804,-1.4108126653835544,4.316472825093787,3,0.5068467682075711,A,X,high,type1,1
0.6621306745210467,11.590543439134198,0.17846866492687333,8,0.26450280291986206,A,X,high,type1,1
1.586016816145352,15.268946182579144,1.1753498465747252,87,0.13468297019372039,B,Y,high,type1,1
